address,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,zones
Rua Caraça ,3.0,2050000.0,4.0,186.0,Serra,Belo Horizonte,-19.9430505,-43.9141262,Centro-Sul
"Rua Eli Seabra Filho, 100 ",2.0,670000.0,3.0,82.0,Buritis,Belo Horizonte,-19.9756218,-43.9749864,Oeste
"Rua Otília Moreira, 82 ",0.0,260000.0,3.0,75.0,Trevo,Belo Horizonte,-19.8325294,-44.0124403,Pampulha
Avenida Afonso Pena ,0.0,790000.0,4.0,220.0,Funcionários,Belo Horizonte,-19.9469331,-43.9212512,Centro-Sul
"Rua Santa Catarina, 1616 ",0.0,530000.0,3.0,100.0,Lourdes,Belo Horizonte,-19.9232479,-43.9438549,Centro-Sul
"Rua Professor Estevão Pinto, 225 ",2.0,670000.0,2.0,80.0,Serra,Belo Horizonte,-19.9354541,-43.9252254,Centro-Sul
"Rua Jornalista Moacyr Andrade, 65 ",0.0,2890000.0,4.0,454.0,São Bento,Belo Horizonte,-19.9542221,-43.9553227,Centro-Sul
Rua Gonçalves Dias ,2.0,985000.0,3.0,100.0,Lourdes,Belo Horizonte,-19.9311846,-43.9376407,Centro-Sul
"Rua Montes Claros, 377 ",3.0,1900000.0,4.0,162.0,Carmo,Belo Horizonte,-19.9434371,-43.9342094,Centro-Sul
Rua General Andrade Neves ,2.0,612500.0,2.0,61.0,Gutierrez,Belo Horizonte,-19.9313904,-43.9613745,Oeste
Rua Jornalista Moacyr Andrade ,0.0,2890000.0,4.0,455.0,São Bento,Belo Horizonte,-19.9542221,-43.9553227,Centro-Sul
Rua Antônio Marcos da Cruz ,1.0,225000.0,2.0,48.0,Letícia,Belo Horizonte,-19.8104993,-43.9813661,Venda Nova
Rua Alvarenga Peixoto ,4.0,1880000.0,4.0,133.0,Santo Agostinho,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
"Rua Marte, 3 ",4.0,2600000.0,5.0,550.0,Santa Lúcia,Belo Horizonte,-19.8129159,-43.9465285,Centro-Sul
Rua Dias Adorno ,4.0,1600000.0,4.0,139.0,Santo Agostinho,Belo Horizonte,-19.9308006,-43.9507116,Centro-Sul
Rua Engenheiro Caetano Lopes ,3.0,1350000.0,4.0,150.0,Sion,Belo Horizonte,-19.9588884,-43.9304423,Centro-Sul
"Rua Engenheiro Godofredo dos Santos, 104 ",2.0,340000.0,2.0,60.0,Estoril,Belo Horizonte,-19.964126,-43.9664919,Oeste
"Rua Ferrara, 800 ",8.0,3400000.0,6.0,706.0,Bandeirantes,Belo Horizonte,-19.8579009,-43.992514,Pampulha
Rua Paula Cândido ,2.0,900000.0,4.0,240.0,Grajaú,Belo Horizonte,-19.9394431,-43.9606278,Oeste
Rua Marcelino Pereira de Souza ,2.0,450000.0,3.0,155.0,Letícia,Belo Horizonte,-19.8069561,-43.9768854,Venda Nova
"Rua Mário Mendes Campos, 40 ",1.0,200000.0,2.0,40.0,Castelo,Belo Horizonte,-19.88681,-44.0023318,Pampulha
"Rua João Edmundo Caldeira Brant, 26 ",1.0,550000.0,3.0,90.0,Itapoã,Belo Horizonte,-19.8369536,-43.9615728,Pampulha
Rua Manoel Lopes Coelho ,3.0,690000.0,3.0,150.0,Itapoã,Belo Horizonte,-19.8399929,-43.9550876,Pampulha
Rua dos Tamoios ,1.0,245000.0,2.0,35.0,Centro,Belo Horizonte,-19.9182693,-43.9476876,Centro-Sul
"Avenida Luíz Paulo Franco, 434 ",1.0,690000.0,2.0,80.0,Belvedere,Belo Horizonte,-19.9747374,-43.9422752,Centro-Sul
Rua dos Expedicionários ,5.0,1200000.0,4.0,300.0,Santa Amélia,Belo Horizonte,-20.2252407,-44.3977797,Pampulha
"Rua Cabo Verde, 190 ",1.0,405000.0,3.0,90.0,Cruzeiro,Belo Horizonte,-19.9453381,-43.9237247,Centro-Sul
"Rua Santa Catarina, 1353 ",2.0,919000.0,2.0,71.0,Lourdes,Belo Horizonte,-19.9232479,-43.9438549,Centro-Sul
Rua Amapá ,2.0,562600.0,2.0,58.0,Serra,Belo Horizonte,-19.9388968,-43.9198248,Centro-Sul
Rua Amapá ,2.0,534470.0,2.0,58.0,Serra,Belo Horizonte,-19.9388968,-43.9198248,Centro-Sul
Rua Sagres ,2.0,770000.0,3.0,146.0,Prado,Belo Horizonte,-19.9287129,-43.9696491,Oeste
"Rua Professora Bartira Mourão, 391 ",3.0,1050000.0,4.0,150.0,Buritis,Belo Horizonte,-19.9691439,-43.9679544,Oeste
Rua Ceará ,4.0,1790000.0,4.0,156.0,Funcionários,Belo Horizonte,-19.921286,-43.9253997,Centro-Sul
Rua Joaquim Francisco da Silveira ,1.0,290000.0,3.0,56.0,Ipiranga,Belo Horizonte,-19.8788308,-43.9320288,Nordeste
Rua Lua ,4.0,2656607.0,4.0,235.0,Santa Lúcia,Belo Horizonte,-19.9699031,-43.9473786,Centro-Sul
"Rua Rio Grande do Sul, 0 ",4.0,1850000.0,3.0,208.0,Santo Agostinho,Belo Horizonte,-19.9227162,-43.946463,Centro-Sul
Rua José Ferreira Cascão ,5.0,3980000.0,4.0,305.0,Belvedere,Belo Horizonte,-19.9787549,-43.9444515,Centro-Sul
Rua São Domingos do Prata ,1.0,690000.0,4.0,133.0,Santo Antônio,Belo Horizonte,-19.9450923,-43.9374086,Centro-Sul
Rua Elza Brandão Rodarte ,5.0,3000000.0,4.0,292.0,Belvedere,Belo Horizonte,-19.971633,-43.9410382,Centro-Sul
"Avenida Barbacena, 500 ",0.0,830346.0,1.0,55.0,Barro Preto,Belo Horizonte,-19.9262729,-43.9517869,Centro-Sul
"Rua Carangola, 613 ",2.0,600000.0,4.0,140.0,Santo Antônio,Belo Horizonte,-19.9444674,-43.9428747,Centro-Sul
"Rua João Calvino, 76 ",10.0,850000.0,5.0,1000.0,Pampulha,Belo Horizonte,-19.8179098,-43.9705903,Pampulha
"Rua das Oficinas, 774 ",2.0,475880.0,3.0,75.0,Esplanada,Belo Horizonte,-19.9058217,-43.9054698,Leste
Rua Professor Arthur Velloso ,1.0,175000.0,2.0,44.0,Jardim América,Belo Horizonte,-19.9532298,-43.9695639,Oeste
"Avenida Guarapari, 37 ",0.0,157000.0,2.0,69.0,São João Batista,Belo Horizonte,-19.8457686,-43.9775604,Venda Nova
Rua Costa Monteiro ,4.0,1200000.0,6.0,441.0,Sagrada Família,Belo Horizonte,-19.9034024,-43.9277673,Leste
Rua Patagônia ,3.0,1684019.0,4.0,139.0,Sion,Belo Horizonte,-19.9592013,-43.9350687,Centro-Sul
Rua Santa Cruz ,2.0,720000.0,3.0,132.0,Alto Barroca,Belo Horizonte,-19.9167611,-43.876217,Oeste
"Rua Piauí, 1052 ",2.0,1168000.0,2.0,88.0,Funcionários,Belo Horizonte,-19.9385064,-43.9287698,Centro-Sul
Rua São Paulo ,2.0,1117000.0,1.0,83.0,Lourdes,Belo Horizonte,-19.914782,-43.9388011,Centro-Sul
"Rua Úrsula Paulino, 1321 ",2.0,513159.0,3.0,74.0,Betânia,Belo Horizonte,-19.9669908,-43.9920275,Oeste
Rua Tomaz Gonzaga ,4.0,2799000.0,4.0,202.0,Lourdes,Belo Horizonte,-19.9329322,-43.9411068,Centro-Sul
Avenida Vilarinho ,1.0,300000.0,3.0,78.0,Venda Nova,Belo Horizonte,-19.8196297,-43.9521259,Venda Nova
"Rua Francisco Augusto Rocha, 1 ",2.0,345000.0,3.0,65.0,Planalto,Belo Horizonte,-19.8259057,-43.9535056,Norte
"Avenida Álvares Cabral, 100 ",0.0,420000.0,2.0,70.0,Centro,Belo Horizonte,-19.9244866,-43.9354151,Centro-Sul
Rua General Dionísio Cerqueira ,2.0,1100000.0,4.0,162.0,Gutierrez,Belo Horizonte,-19.9347654,-43.9608311,Oeste
"Rua Alvarenga Peixoto, 594 ",1.0,739468.0,1.0,42.0,Lourdes,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
Rua Iraí ,4.0,1600000.0,4.0,260.0,Vila Paris,Belo Horizonte,-19.9463585,-43.9507721,Centro-Sul
Rua Doutor Fernando Scarpelli ,1.0,269000.0,3.0,58.0,Castelo,Belo Horizonte,-19.891472,-43.9987341,Pampulha
Rua Coletor Celso Werneck ,3.0,1280000.0,3.0,201.0,Santo Antônio,Belo Horizonte,-19.9397648,-43.9439967,Centro-Sul
Rua Costa Monteiro ,2.0,630000.0,3.0,93.0,Sagrada Família,Belo Horizonte,-19.9034024,-43.9277673,Leste
"Rua Alvarenga Peixoto, 425 ",2.0,1711725.0,3.0,118.0,Lourdes,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
"Rua Póvoa de Varzim, 512 ",1.0,192000.0,2.0,43.0,Paquetá,Belo Horizonte,-19.8700528,-43.9935356,Pampulha
"Avenida do Contorno, 7542 ",4.0,2733675.0,4.0,205.0,Lourdes,Belo Horizonte,-19.9156428,-43.9453796,Centro-Sul
Rua Professor Raimundo Cândido ,4.0,2350000.0,4.0,190.0,Belvedere,Belo Horizonte,-19.9723854,-43.9398812,Centro-Sul
"Rua Padre Henrique Vaz, 0 ",0.0,115000.0,2.0,60.0,Castanheira,Belo Horizonte,-19.9970392,-44.034702,Barreiro
"Avenida Augusto de Lima, 361 ",0.0,210000.0,1.0,65.0,Centro,Belo Horizonte,-19.9230616,-43.9441556,Centro-Sul
"Rua Boaventura Costa, 749 ",2.0,500000.0,3.0,80.0,Barreiro,Belo Horizonte,-19.9740024,-44.022471,Barreiro
"Rua Professor João Martins, 184 ",2.0,679000.0,3.0,128.0,Luxemburgo,Belo Horizonte,-19.9489759,-43.9549558,Centro-Sul
Avenida José Cândido da Silveira ,1.0,310000.0,3.0,85.0,Sagrada Família,Belo Horizonte,-19.8772474,-43.9104561,Leste
"Rua Eli Seabra Filho, 100 ",2.0,550000.0,3.0,85.0,Buritis,Belo Horizonte,-19.9756218,-43.9749864,Oeste
Rua dos Timbiras ,1.0,490000.0,2.0,89.0,Lourdes,Belo Horizonte,-19.9302789,-43.9251047,Centro-Sul
Rua Monsenhor Negromonte ,2.0,595000.0,3.0,98.0,Planalto,Belo Horizonte,-19.8283123,-43.9569634,Norte
"Rua José Wanderley Lara, 145 ",4.0,1590000.0,4.0,390.0,Dona Clara,Belo Horizonte,-19.8602701,-43.9422449,Pampulha
Rua Oslo ,4.0,1590000.0,5.0,290.0,Trevo,Belo Horizonte,-19.8381893,-44.0049844,Pampulha
Rua Maura ,2.0,720000.0,3.0,135.0,União,Belo Horizonte,-19.8809867,-43.9307209,Nordeste
"Rua Campinas, 361 ",2.0,450000.0,3.0,68.0,Esplanada,Belo Horizonte,-19.906011,-43.9030257,Leste
"Rua República Argentina, 44 ",4.0,1750000.0,4.0,188.0,Sion,Belo Horizonte,-19.9547445,-43.9334083,Centro-Sul
Rua Juvenal Melo Senra ,4.0,4100000.0,4.0,370.0,Belvedere,Belo Horizonte,-19.9726191,-43.9383825,Centro-Sul
"Rua Califórnia, 950 ",2.0,750000.0,3.0,115.0,Sion,Belo Horizonte,-19.9530435,-43.9341217,Centro-Sul
Rua República Argentina ,2.0,860000.0,3.0,97.0,Sion,Belo Horizonte,-19.9547445,-43.9334083,Centro-Sul
"Rua General Dionísio Cerqueira, 1132 ",2.0,980000.0,4.0,162.0,Gutierrez,Belo Horizonte,-19.9347654,-43.9608311,Oeste
"Rua Samuel Pereira, 159 ",2.0,1700000.0,4.0,200.0,Anchieta,Belo Horizonte,-19.9547781,-43.9273491,Centro-Sul
Rua Conselheiro Lafaiete ,3.0,900000.0,4.0,222.0,Sagrada Família,Belo Horizonte,-19.9114276,-43.925375,Leste
"Rua Laranjal, 323 ",3.0,1700000.0,4.0,161.0,Anchieta,Belo Horizonte,-19.9471532,-43.9304352,Centro-Sul
Rua Cristina ,2.0,739000.0,3.0,77.0,Santo Antônio,Belo Horizonte,-19.9472539,-43.9352691,Centro-Sul
Rua Visconde de Taunay ,2.0,369900.0,3.0,107.0,Santa Mônica,Belo Horizonte,-19.9281876,-43.9199884,Pampulha
"Rua Ramalhete, 247 ",2.0,920000.0,3.0,90.0,Anchieta,Belo Horizonte,-19.9483409,-43.9237434,Centro-Sul
Rua do Carmelo ,1.0,345000.0,4.0,87.0,Santa Branca,Belo Horizonte,-19.830669,-43.9686521,Pampulha
"Rua Níquel, 105 ",4.0,1740000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
"Rua Senador Pompéo, 89 ",1.0,530000.0,2.0,62.0,Serra,Belo Horizonte,-19.9361721,-43.9202723,Centro-Sul
"Rua Rio Verde, 53 ",2.0,1047000.0,3.0,171.0,Anchieta,Belo Horizonte,-19.9469939,-43.9311283,Centro-Sul
"Rua das Oficinas, 774 ",2.0,508450.0,3.0,85.0,Esplanada,Belo Horizonte,-19.9058217,-43.9054698,Leste
Rua Antônio de Albuquerque ,2.0,1748500.0,3.0,106.0,Savassi,Belo Horizonte,-19.936584,-43.9421163,Centro-Sul
Rua Santa Marta ,2.0,368000.0,3.0,107.0,Sagrada Família,Belo Horizonte,-19.9094089,-43.9213537,Leste
Rua Recy Souza Paiva ,2.0,899000.0,3.0,30.0,Itapoã,Belo Horizonte,-19.8349727,-43.9541979,Pampulha
Rua Noraldino Lima ,1.0,285000.0,3.0,63.0,Jaraguá,Belo Horizonte,-19.8583868,-43.9590447,Pampulha
Rua Deputado André de Almeida ,1.0,200000.0,2.0,66.0,Ouro Preto,Belo Horizonte,-19.8757985,-43.9896521,Pampulha
Rua Leopoldo Campos Nunes ,2.0,440000.0,3.0,130.0,Manacás,Belo Horizonte,-19.8981344,-43.9966029,Pampulha
"Rua Tomé de Souza, 406 ",2.0,750000.0,2.0,90.0,Savassi,Belo Horizonte,-19.9388244,-43.9274451,Centro-Sul
Rua Santa Rita Durão ,2.0,669000.0,1.0,52.0,Funcionários,Belo Horizonte,-19.9344756,-43.9346452,Centro-Sul
Avenida Álvares Cabral ,2.0,1116090.0,3.0,80.0,Lourdes,Belo Horizonte,-19.9244866,-43.9354151,Centro-Sul
Rua Santa Rita Durão ,2.0,879000.0,2.0,84.0,Funcionários,Belo Horizonte,-19.9344756,-43.9346452,Centro-Sul
Rua dos Agrimensores ,3.0,700000.0,3.0,229.0,Alípio de Melo,Belo Horizonte,-19.8919618,-44.0019251,Noroeste
Rua Maria Heilbuth Surette ,3.0,480000.0,3.0,90.0,Buritis,Belo Horizonte,-19.9671931,-43.9714445,Oeste
"Rua Níquel, 105 ",4.0,1720000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
Rua Boaventura ,1.0,250000.0,2.0,60.0,Liberdade,Belo Horizonte,-19.8700087,-43.94948275136835,Pampulha
"Rua Eduardo Prado, 128 ",3.0,1100000.0,3.0,86.0,Gutierrez,Belo Horizonte,-19.941155,-43.9602235,Oeste
Rua Guaratinga ,2.0,840000.0,3.0,93.0,Sion,Belo Horizonte,-19.9562056,-43.933038,Centro-Sul
Rua Itajubá ,1.0,400000.0,3.0,144.0,Sagrada Família,Belo Horizonte,-19.9111658,-43.9295436,Leste
Rua Aristides Ferreira de Castro ,3.0,480000.0,3.0,90.0,Tirol,Belo Horizonte,-19.9888425,-44.045249,Barreiro
Rua Cônsul Walter ,4.0,1350000.0,4.0,290.0,Buritis,Belo Horizonte,-19.9745736,-43.9696865,Oeste
Rua Adilson Paulo de Souza ,1.0,219000.0,2.0,45.0,São João Batista,Belo Horizonte,-19.8206067,-43.9694407,Venda Nova
Rua Alvarenga Peixoto ,0.0,355000.0,2.0,75.0,Santo Agostinho,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
Rua Professor Aníbal Mattos ,2.0,370000.0,3.0,95.0,Santo Antônio,Belo Horizonte,-19.9480862,-43.944339,Centro-Sul
Rua Olavo Bilac ,2.0,450000.0,3.0,98.0,Copacabana,Belo Horizonte,-19.8327251,-43.9879042,Norte
"Rua Prados, 567 ",2.0,354000.0,2.0,53.0,Carlos Prates,Belo Horizonte,-19.908874,-43.9581104,Noroeste
Avenida Augusto de Lima ,0.0,450000.0,3.0,110.0,Centro,Belo Horizonte,-19.9230616,-43.9441556,Centro-Sul
Rua Miguel Abras ,3.0,950000.0,4.0,196.0,Serra,Belo Horizonte,-19.9415506,-43.9221651,Centro-Sul
Rua Felipe Camarão ,3.0,830000.0,3.0,396.0,Esplanada,Belo Horizonte,-19.9070874,-43.9122253,Leste
Rua Professora Bartira Mourão ,3.0,1050000.0,4.0,125.0,Buritis,Belo Horizonte,-19.9691439,-43.9679544,Oeste
Rua Guaicuí ,1.0,1013917.0,1.0,71.0,Luxemburgo,Belo Horizonte,-19.945592,-43.9511707,Centro-Sul
Rua dos Pardais ,1.0,620000.0,3.0,99.0,Vila Clóris,Belo Horizonte,-19.8247394,-43.9509916,Norte
Rua Raimunda Simões da Silva ,2.0,350000.0,3.0,75.0,Castelo,Belo Horizonte,-19.8969034,-43.9967754,Pampulha
"Rua Marco Aurélio de Miranda, 342 ",2.0,500000.0,3.0,122.0,Buritis,Belo Horizonte,-19.9739157,-43.9678046,Oeste
"Rua Rio Verde, 651 ",2.0,750000.0,3.0,100.0,Carmo,Belo Horizonte,-19.9469939,-43.9311283,Centro-Sul
Rua Newton da Costa Silveira ,6.0,1200000.0,4.0,353.0,Rio Branco,Belo Horizonte,-19.8185108,-43.980405,Venda Nova
"Rua Marechal Hermes, 110 ",3.0,950000.0,3.0,84.0,Gutierrez,Belo Horizonte,-19.9371552,-43.9586943,Oeste
Rua Doutor Helvécio Arantes ,2.0,490000.0,2.0,62.0,Luxemburgo,Belo Horizonte,-19.9496535,-43.9574198,Centro-Sul
Rua Cecília Fonseca Coutinho ,1.0,350000.0,2.0,130.0,Castelo,Belo Horizonte,-19.8888222,-43.995234,Pampulha
"Rua Santa Rita Durão, 1215 ",2.0,850000.0,4.0,160.0,Funcionários,Belo Horizonte,-19.9344756,-43.9346452,Centro-Sul
"Rua Iraí, 451 ",2.0,1120000.0,3.0,85.0,Vila Paris,Belo Horizonte,-19.9463585,-43.9507721,Centro-Sul
"Avenida Professor Mário Werneck, 1461 ",2.0,520000.0,3.0,80.0,Estoril,Belo Horizonte,-19.9758245,-43.9684461,Oeste
Rua São Roque ,1.0,280000.0,3.0,75.0,Sagrada Família,Belo Horizonte,-19.898824,-43.9193503,Leste
Rua Paraíba ,1.0,500000.0,3.0,60.0,Savassi,Belo Horizonte,-19.9262855,-43.9309181,Centro-Sul
"Rua Turibaté, 30 ",2.0,650000.0,3.0,95.0,Sion,Belo Horizonte,-19.9564616,-43.931951,Centro-Sul
Rua Juvenal Melo Senra ,4.0,3950000.0,4.0,370.0,Belvedere,Belo Horizonte,-19.9726191,-43.9383825,Centro-Sul
Rua Rádio ,2.0,650000.0,3.0,84.0,São Lucas,Belo Horizonte,-19.933145,-43.9191379,Centro-Sul
Rua Vitório Marcola ,1.0,495000.0,2.0,84.0,Anchieta,Belo Horizonte,-19.9489372,-43.9230864,Centro-Sul
Rua São Tiago ,2.0,595000.0,4.0,263.0,Paraíso,Belo Horizonte,-19.8431636,-43.9477968,Leste
"Rua Açucenas, 133 ",1.0,215000.0,3.0,60.0,Nova Suíssa,Belo Horizonte,-19.9358768,-43.9749766,Oeste
"Rua Níquel, 105 ",4.0,2684000.0,4.0,289.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
"Rua Níquel, 105 ",4.0,1610000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
Rua Rio de Janeiro ,3.0,3500000.0,5.0,350.0,Lourdes,Belo Horizonte,-19.9150685,-43.9375314,Centro-Sul
Rua Central ,1.0,350000.0,2.0,55.0,Parque Leblon,Belo Horizonte,-19.840091,-43.9870552,Venda Nova
Rua Buritizeiro ,10.0,11990000.0,4.0,4000.0,Itaipu Barreiro,Belo Horizonte,-17.3731203,-44.975675,Barreiro
Rua Wiver Hernandes da Silva ,1.0,380000.0,3.0,180.0,Manacás,Belo Horizonte,-19.898947,-43.997261,Pampulha
Rua Herculano de Freitas ,2.0,900000.0,4.0,140.0,Gutierrez,Belo Horizonte,-19.9345736,-43.9538859,Oeste
Rua Curitiba ,4.0,2499000.0,4.0,298.0,Lourdes,Belo Horizonte,-19.9122312,-43.9396634,Centro-Sul
Rua Vitório Marcola ,2.0,495000.0,3.0,95.0,Anchieta,Belo Horizonte,-19.9489372,-43.9230864,Centro-Sul
"Rua Stella Hanriot, 518 ",3.0,720000.0,3.0,140.0,Buritis,Belo Horizonte,-19.9715766,-43.9715633,Oeste
"Rua Níquel, 105 ",4.0,1560000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
"Rua Níquel, 105 ",4.0,1530000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
"Rua Níquel, 105 ",4.0,1540000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
"Rua Níquel, 105 ",4.0,1510000.0,4.0,140.0,Serra,Belo Horizonte,-19.9410888,-43.9171343,Centro-Sul
Rua Ubá ,1.0,240000.0,2.0,87.0,Colégio Batista,Belo Horizonte,-19.9102519,-43.9356369,Leste
Rua Tabelião Ferreira de Carvalho ,2.0,650000.0,4.0,180.0,Cidade Nova,Belo Horizonte,-19.8869404,-43.9290733,Nordeste
Rua Dona Queridinha ,2.0,700000.0,3.0,111.0,Itapoã,Belo Horizonte,-19.837092,-43.9623659,Pampulha
Rua Santa Marta ,1.0,360000.0,4.0,69.0,Sagrada Família,Belo Horizonte,-19.9094089,-43.9213537,Leste
Rua Osório Duque Estrada ,1.0,245900.0,2.0,49.0,Planalto,Belo Horizonte,-19.8289019,-43.9448977,Norte
Rua Doutor Juvenal dos Santos ,2.0,496000.0,3.0,104.0,Luxemburgo,Belo Horizonte,-19.9508257,-43.9585445,Centro-Sul
"Rua Guadalupe, 64 ",1.0,240000.0,3.0,60.0,Itapoã,Belo Horizonte,-19.8429959,-43.9535362,Pampulha
"Rua Paulo Piedade Campos, 15 ",2.0,690000.0,3.0,86.0,Estoril,Belo Horizonte,-19.9616947,-43.9652056,Oeste
"Rua Venezuela, 524 ",1.0,530000.0,2.0,70.0,Sion,Belo Horizonte,-19.953459,-43.9369995,Centro-Sul
"Rua do Ouro, 812 ",2.0,590000.0,2.0,57.0,Serra,Belo Horizonte,-19.947074,-43.9186245,Centro-Sul
"Rua Ramalhete, 174 ",2.0,690000.0,4.0,150.0,Anchieta,Belo Horizonte,-19.9483409,-43.9237434,Centro-Sul
Rua Saul ,3.0,320000.0,4.0,150.0,Santa Sofia,Belo Horizonte,-19.9516277,-43.9670831,Oeste
"Rua Patagônia, 421 ",3.0,1230000.0,4.0,182.0,Sion,Belo Horizonte,-19.9592013,-43.9350687,Centro-Sul
Rua Capitão Procópio ,3.0,550000.0,4.0,118.0,Santa Tereza,Belo Horizonte,-19.9173798,-43.9201882,Leste
"Rua Professor Euclydes Ferreira, 153 ",2.0,400000.0,4.0,130.0,Buritis,Belo Horizonte,-19.9701337,-43.972571,Oeste
Rua Professor Moraes ,1.0,450000.0,1.0,33.0,Funcionários,Belo Horizonte,-19.8624858,-43.9614177,Centro-Sul
"Rua dos Aimorés, 318 ",2.0,1600000.0,4.0,160.0,Funcionários,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
Rua Padre Manoel Rodrigues ,4.0,750000.0,3.0,290.0,Santa Efigênia,Belo Horizonte,-19.9271511,-43.9099319,Leste
"Rua Padre Odorico, 78 ",2.0,920000.0,2.0,92.0,São Pedro,Belo Horizonte,-19.9416555,-43.936475,Centro-Sul
"Rua Henrique Furtado Portugal, 271 ",2.0,800000.0,4.0,127.0,Buritis,Belo Horizonte,-19.9722454,-43.9667316,Oeste
Rua Júlio Pires Malta ,2.0,395000.0,3.0,70.0,Rio Branco,Belo Horizonte,-19.8138166,-43.9784743,Venda Nova
"Avenida Luíz Paulo Franco, 345 ",1.0,920000.0,2.0,94.0,Belvedere,Belo Horizonte,-19.9747374,-43.9422752,Centro-Sul
Rua dos Timbiras ,2.0,850000.0,3.0,84.0,Funcionários,Belo Horizonte,-19.9302789,-43.9251047,Centro-Sul
"Rua Copérnico, 252 ",2.0,560000.0,3.0,115.0,Santa Lúcia,Belo Horizonte,-19.9583987,-43.9492728,Centro-Sul
"Rua Colômbia, 427 ",2.0,400000.0,3.0,89.0,Sion,Belo Horizonte,-19.9521465,-43.9379054,Centro-Sul
Rua Oliveira ,1.0,370000.0,3.0,82.0,Cruzeiro,Belo Horizonte,-19.9209465,-43.984636,Centro-Sul
Rua Célia de Sousa ,1.0,800000.0,4.0,144.0,Sagrada Família,Belo Horizonte,-19.9050396,-43.9281248,Leste
"Rua Luzia Cirila Rodrigues, 99 ",2.0,395000.0,2.0,120.0,São João Batista,Belo Horizonte,-19.8184646,-43.9709258,Venda Nova
"Rua Francisco Bicalho, 594 ",2.0,795000.0,4.0,65.0,Padre Eustáquio,Belo Horizonte,-19.9037316,-43.9774067,Noroeste
"Rua São Domingos do Prata, 360 ",1.0,668000.0,4.0,133.0,São Pedro,Belo Horizonte,-19.9450923,-43.9374086,Centro-Sul
Rua Pinheirinhos ,1.0,189000.0,2.0,45.0,Jardim Leblon,Belo Horizonte,-19.8188241,-43.9906199,Venda Nova
Rua do Ouro ,3.0,2500000.0,4.0,350.0,Serra,Belo Horizonte,-19.947074,-43.9186245,Centro-Sul
Avenida Otacílio Negrão de Lima ,0.0,220000.0,1.0,24.0,São Luíz,Belo Horizonte,-19.8609803,-43.9768403,Pampulha
Rua Vitório Marcola ,2.0,995000.0,3.0,90.0,Anchieta,Belo Horizonte,-19.9489372,-43.9230864,Centro-Sul
"Rua Eli Seabra Filho, 100 ",1.0,570000.0,2.0,70.0,Buritis,Belo Horizonte,-19.9756218,-43.9749864,Oeste
Rua Piauí ,6.0,8500000.0,4.0,572.0,Funcionários,Belo Horizonte,-19.9385064,-43.9287698,Centro-Sul
"Rua João Maximiniano, 1 ",2.0,390000.0,2.0,70.0,Santa Mônica,Belo Horizonte,-19.8225499,-43.9779998,Pampulha
Rua Alves do Vale ,3.0,850000.0,3.0,98.0,Luxemburgo,Belo Horizonte,-19.9470605,-43.952024,Centro-Sul
"Rua Estrela Brilhante, 81 ",2.0,800000.0,3.0,299.0,Estrela do Oriente,Belo Horizonte,-19.9660447,-43.9867306,Oeste
"Rua Leopoldina, 61 ",2.0,1650000.0,3.0,279.0,Santo Antônio,Belo Horizonte,-19.9475349,-43.9422533,Centro-Sul
"Rua Lauro Ferreira, 100 ",2.0,620000.0,4.0,155.0,Buritis,Belo Horizonte,-19.9692964,-43.9700264,Oeste
Rua Maricá ,2.0,330000.0,3.0,98.0,São Gabriel,Belo Horizonte,-19.8490873,-43.9124684,Nordeste
Rua Júlio de Castilho ,1.0,255000.0,2.0,47.0,Betânia,Belo Horizonte,-19.9610731,-43.9808977,Oeste
"Rua Montes Claros, 1464 ",3.0,1500000.0,4.0,205.0,Anchieta,Belo Horizonte,-19.9434371,-43.9342094,Centro-Sul
Rua Manaus ,2.0,750000.0,3.0,91.0,Funcionários,Belo Horizonte,-19.9235979,-43.9205255,Centro-Sul
"Rua Gonçalves Dias, 2283 ",2.0,1300000.0,3.0,120.0,Lourdes,Belo Horizonte,-19.9311846,-43.9376407,Centro-Sul
Rua Alumínio ,3.0,2705355.0,4.0,231.0,Serra,Belo Horizonte,-19.9390308,-43.9256143,Centro-Sul
Rua Esparta ,2.0,600000.0,2.0,71.0,Prado,Belo Horizonte,-19.9280639,-43.9691408,Oeste
"Rua Espírito Santo, 2444 ",3.0,3300000.0,5.0,300.0,Lourdes,Belo Horizonte,-18.8647762,-41.1217768,Centro-Sul
